input_image,output 0,Metrics,flag,username,timestamp
,,,,,2023-05-14 10:26:20.004629
c:\Projects\Brain Tumour Detection\flagged\input_image\tmp15_z__50.jpg,c:\Projects\Brain Tumour Detection\flagged\output 0\tmpu7sijtnn.json,,,,2023-05-14 10:28:26.942043
